label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240524_k12_146,146,240524,12,prompt_delta_top33,33,"20:1813,20:4326,20:9149,20:9407,20:11414,20:12313,20:12963,20:13060,20:13854,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_147,147,240524,12,prompt_delta_top33,33,"20:1813,20:4326,20:4339,20:6169,20:7965,20:8754,20:11545,20:12002,20:12652,20:12963,20:13622,20:13882"
random_top33_seed240524_k12_148,148,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:8775,20:9001,20:12002,20:12313,20:12704,20:12963,20:13060,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_149,149,240524,12,prompt_delta_top33,33,"20:1813,20:3850,20:4326,20:5355,20:5990,20:8775,20:9024,20:9149,20:9407,20:12002,20:12652,20:14991"
random_top33_seed240524_k12_150,150,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:1813,20:3850,20:4326,20:8754,20:8775,20:11545,20:12002,20:12313,20:12652"
random_top33_seed240524_k12_151,151,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:6289,20:7531,20:9001,20:12313,20:12704,20:12963,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_152,152,240524,12,prompt_delta_top33,33,"20:321,20:5355,20:6289,20:7965,20:8754,20:9001,20:11414,20:12313,20:12704,20:12963,20:14991,20:15169"
random_top33_seed240524_k12_153,153,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:5355,20:5990,20:8754,20:9407,20:11545,20:12652,20:13060,20:13882,20:15169"
random_top33_seed240524_k12_154,154,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:5990,20:7965,20:8754,20:8775,20:9407,20:11414,20:11545,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_155,155,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:5990,20:7531,20:7965,20:8775,20:9407,20:11545,20:12313,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_156,156,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:8775,20:9001,20:9149,20:9407,20:12002,20:12652,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_157,157,240524,12,prompt_delta_top33,33,"20:4339,20:6169,20:6289,20:7965,20:8754,20:9001,20:9135,20:9149,20:12313,20:12963,20:13882,20:14991"
random_top33_seed240524_k12_158,158,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:4326,20:5355,20:8775,20:9149,20:9407,20:11545,20:12704,20:13882,20:15169"
random_top33_seed240524_k12_159,159,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4339,20:5990,20:6169,20:7531,20:9001,20:12963,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_160,160,240524,12,prompt_delta_top33,33,"20:1100,20:6169,20:8775,20:9001,20:9407,20:11414,20:11545,20:12313,20:12652,20:12704,20:12963,20:13882"
random_top33_seed240524_k12_161,161,240524,12,prompt_delta_top33,33,"20:1813,20:4339,20:5355,20:5990,20:7965,20:9001,20:9024,20:9149,20:11545,20:12313,20:14991,20:15169"
random_top33_seed240524_k12_162,162,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:5990,20:6289,20:7965,20:9001,20:9135,20:9407,20:12002,20:13622,20:13854"
random_top33_seed240524_k12_163,163,240524,12,prompt_delta_top33,33,"20:321,20:4326,20:5355,20:5990,20:8754,20:8775,20:9001,20:11414,20:11545,20:12002,20:13060,20:13622"
random_top33_seed240524_k12_164,164,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:4339,20:8775,20:9001,20:9135,20:9149,20:12313,20:12652,20:12704,20:13622"
random_top33_seed240524_k12_165,165,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4339,20:5355,20:5990,20:6169,20:9001,20:9407,20:11414,20:12002,20:12652,20:13060"
random_top33_seed240524_k12_166,166,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:5990,20:6289,20:7531,20:8775,20:9024,20:11545,20:12652,20:12963,20:13854,20:15169"
random_top33_seed240524_k12_167,167,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:5355,20:6169,20:8754,20:8775,20:9149,20:11545,20:12704,20:13622,20:13854"
random_top33_seed240524_k12_168,168,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:6169,20:7531,20:7965,20:9024,20:11414,20:12002,20:13622,20:14991,20:15169"
random_top33_seed240524_k12_169,169,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:4339,20:5355,20:7531,20:9407,20:11414,20:11545,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_170,170,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:4339,20:5990,20:6169,20:7965,20:8775,20:9001,20:12963,20:13622,20:13854"
random_top33_seed240524_k12_171,171,240524,12,prompt_delta_top33,33,"20:1813,20:7531,20:7965,20:8754,20:8775,20:9001,20:9149,20:12002,20:12313,20:12704,20:13060,20:14991"
random_top33_seed240524_k12_172,172,240524,12,prompt_delta_top33,33,"20:4339,20:6169,20:7965,20:8754,20:9407,20:11414,20:11545,20:12704,20:13060,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_173,173,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:4339,20:6289,20:8775,20:9135,20:11414,20:12963,20:13060,20:13882,20:15169"
random_top33_seed240524_k12_174,174,240524,12,prompt_delta_top33,33,"20:1813,20:5990,20:7531,20:8754,20:9135,20:9407,20:11545,20:12002,20:12313,20:12652,20:13060,20:14991"
random_top33_seed240524_k12_175,175,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4326,20:5990,20:6289,20:7531,20:8754,20:9407,20:12002,20:12313,20:13622"
random_top33_seed240524_k12_176,176,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:4339,20:5355,20:6169,20:6289,20:7531,20:9024,20:11414,20:12704,20:13060,20:13622"
random_top33_seed240524_k12_177,177,240524,12,prompt_delta_top33,33,"20:4339,20:5355,20:7965,20:9001,20:9024,20:9135,20:9149,20:11545,20:12652,20:13060,20:13854,20:15169"
random_top33_seed240524_k12_178,178,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:4339,20:6289,20:7531,20:8775,20:9024,20:11414,20:12652,20:13060,20:13882"
random_top33_seed240524_k12_179,179,240524,12,prompt_delta_top33,33,"20:321,20:4339,20:5355,20:5990,20:9024,20:9149,20:9407,20:12704,20:12963,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_180,180,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:4339,20:6289,20:8775,20:9001,20:9149,20:12313,20:12963,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_181,181,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:4339,20:5355,20:6169,20:7531,20:8754,20:9001,20:9407,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_182,182,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:6169,20:8754,20:9001,20:9024,20:9407,20:11414,20:12313,20:13060,20:14991"
random_top33_seed240524_k12_183,183,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:4339,20:5355,20:5990,20:11414,20:12704,20:12963,20:13060,20:13622,20:13882"
random_top33_seed240524_k12_184,184,240524,12,prompt_delta_top33,33,"20:1813,20:4326,20:4339,20:5355,20:7965,20:8754,20:9001,20:11545,20:12963,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_185,185,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:7531,20:8754,20:9135,20:9149,20:12313,20:12963,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_186,186,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:4326,20:5990,20:7531,20:9024,20:9135,20:11545,20:12652,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_187,187,240524,12,prompt_delta_top33,33,"20:1338,20:4339,20:5990,20:8775,20:9001,20:9024,20:9135,20:11545,20:12002,20:12652,20:12963,20:14991"
random_top33_seed240524_k12_188,188,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:7531,20:8754,20:9001,20:9024,20:11545,20:12313,20:12963,20:13854,20:13882,20:15169"
random_top33_seed240524_k12_189,189,240524,12,prompt_delta_top33,33,"20:5990,20:6169,20:6289,20:7531,20:9024,20:9135,20:11545,20:12313,20:12704,20:12963,20:13060,20:13854"
random_top33_seed240524_k12_190,190,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:5355,20:5990,20:6289,20:9135,20:12002,20:12652,20:12704,20:12963,20:13854"
random_top33_seed240524_k12_191,191,240524,12,prompt_delta_top33,33,"20:4339,20:7531,20:8775,20:9001,20:9024,20:11545,20:12002,20:12963,20:13060,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_192,192,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:1813,20:5990,20:9149,20:11545,20:12002,20:12652,20:12963,20:14991,20:15169"
random_top33_seed240524_k12_193,193,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:8754,20:9149,20:11545,20:12313,20:12704,20:12963,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_194,194,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:3850,20:4339,20:5990,20:11414,20:12313,20:13622,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_195,195,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:5355,20:5990,20:6169,20:7531,20:11545,20:12002,20:12704,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_196,196,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:5990,20:6169,20:6289,20:7965,20:8754,20:9001,20:12652,20:12963,20:13882"
random_top33_seed240524_k12_197,197,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:1813,20:4339,20:5355,20:6169,20:6289,20:7965,20:9001,20:9149,20:12963"
random_top33_seed240524_k12_198,198,240524,12,prompt_delta_top33,33,"20:4339,20:5990,20:6289,20:7531,20:9149,20:12652,20:12704,20:12963,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_199,199,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:5990,20:8754,20:8775,20:9001,20:9135,20:9149,20:11545,20:12002,20:13882,20:14991"
random_top33_seed240524_k12_200,200,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:5990,20:9135,20:9149,20:12704,20:12963,20:13060,20:13882,20:14991,20:15169"
