label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240526_k10_163,163,240526,10,prompt_delta_top33,33,"20:1338,20:4339,20:5355,20:5990,20:7531,20:8775,20:9024,20:12704,20:12963,20:14991"
random_top33_seed240526_k10_164,164,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:4339,20:11414,20:11545,20:12313,20:12652,20:12963,20:13060,20:13854"
random_top33_seed240526_k10_165,165,240526,10,prompt_delta_top33,33,"20:5355,20:6169,20:7531,20:9001,20:9024,20:11545,20:12652,20:12704,20:12963,20:13882"
random_top33_seed240526_k10_166,166,240526,10,prompt_delta_top33,33,"20:321,20:4326,20:4339,20:5355,20:5990,20:6289,20:8754,20:9001,20:13622,20:13854"
random_top33_seed240526_k10_167,167,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:5990,20:8754,20:9001,20:9135,20:9149,20:11414,20:13882"
random_top33_seed240526_k10_168,168,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:6169,20:9001,20:9135,20:12313,20:12652,20:13060,20:13622,20:14991"
random_top33_seed240526_k10_169,169,240526,10,prompt_delta_top33,33,"20:1338,20:3850,20:4339,20:7531,20:7965,20:9024,20:11545,20:12313,20:14991,20:15169"
random_top33_seed240526_k10_170,170,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:5355,20:5990,20:6169,20:9001,20:9135,20:11414,20:12704"
random_top33_seed240526_k10_171,171,240526,10,prompt_delta_top33,33,"20:3850,20:6169,20:6289,20:7531,20:9407,20:11414,20:12652,20:12963,20:13060,20:14991"
random_top33_seed240526_k10_172,172,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:5990,20:6289,20:7531,20:9001,20:9149,20:13060,20:15169"
random_top33_seed240526_k10_173,173,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:5355,20:9024,20:9407,20:12313,20:12652,20:12963,20:14991"
random_top33_seed240526_k10_174,174,240526,10,prompt_delta_top33,33,"20:4339,20:6289,20:8754,20:9001,20:9407,20:11545,20:12313,20:12963,20:13060,20:13854"
random_top33_seed240526_k10_175,175,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:7965,20:8754,20:9407,20:12002,20:13622,20:13882,20:14991"
random_top33_seed240526_k10_176,176,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:6169,20:9149,20:11414,20:11545,20:13060,20:13882,20:15169"
random_top33_seed240526_k10_177,177,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:4339,20:5355,20:5990,20:7531,20:9407,20:11545,20:13060"
random_top33_seed240526_k10_178,178,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:5355,20:9001,20:11414,20:12313,20:12963,20:13854,20:13882"
random_top33_seed240526_k10_179,179,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:5990,20:9001,20:9024,20:9407,20:12313,20:12652,20:15169"
random_top33_seed240526_k10_180,180,240526,10,prompt_delta_top33,33,"20:4326,20:5990,20:6169,20:11414,20:12704,20:12963,20:13060,20:13622,20:14991,20:15169"
random_top33_seed240526_k10_181,181,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:6169,20:8754,20:9001,20:9407,20:12963,20:13854,20:13882"
random_top33_seed240526_k10_182,182,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:6289,20:8754,20:8775,20:9135,20:11414,20:12002,20:13882"
random_top33_seed240526_k10_183,183,240526,10,prompt_delta_top33,33,"20:5355,20:5990,20:7965,20:8754,20:9001,20:9149,20:12704,20:12963,20:13622,20:13854"
random_top33_seed240526_k10_184,184,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:5990,20:8754,20:8775,20:11545,20:12002,20:12313,20:13622,20:13882"
random_top33_seed240526_k10_185,185,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4326,20:5990,20:6289,20:8754,20:9001,20:9407,20:11545"
random_top33_seed240526_k10_186,186,240526,10,prompt_delta_top33,33,"20:321,20:5355,20:6169,20:8775,20:11414,20:12002,20:12313,20:12652,20:12704,20:15169"
random_top33_seed240526_k10_187,187,240526,10,prompt_delta_top33,33,"20:1338,20:4339,20:5990,20:8754,20:8775,20:9001,20:9149,20:11545,20:13622,20:13854"
random_top33_seed240526_k10_188,188,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:6289,20:8754,20:9001,20:9024,20:11414,20:12963,20:14991"
random_top33_seed240526_k10_189,189,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:6169,20:9149,20:11414,20:11545,20:12002,20:12704,20:12963,20:13882"
random_top33_seed240526_k10_190,190,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:4339,20:6169,20:7531,20:9001,20:9024,20:13854,20:13882,20:14991"
random_top33_seed240526_k10_191,191,240526,10,prompt_delta_top33,33,"20:321,20:6289,20:7965,20:8754,20:9135,20:11414,20:11545,20:12704,20:12963,20:13854"
random_top33_seed240526_k10_192,192,240526,10,prompt_delta_top33,33,"20:321,20:4339,20:5355,20:11414,20:12002,20:12313,20:13060,20:13854,20:13882,20:14991"
random_top33_seed240526_k10_193,193,240526,10,prompt_delta_top33,33,"20:321,20:6169,20:6289,20:8754,20:9001,20:9135,20:11545,20:12313,20:13622,20:13854"
random_top33_seed240526_k10_194,194,240526,10,prompt_delta_top33,33,"20:5355,20:6169,20:8754,20:9024,20:9149,20:11545,20:12002,20:13060,20:13622,20:13854"
random_top33_seed240526_k10_195,195,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:7531,20:9407,20:12002,20:12704,20:12963,20:13854,20:13882"
random_top33_seed240526_k10_196,196,240526,10,prompt_delta_top33,33,"20:1813,20:4326,20:5990,20:7531,20:7965,20:8754,20:11545,20:12652,20:12963,20:13622"
random_top33_seed240526_k10_197,197,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:5990,20:6169,20:6289,20:8754,20:9001,20:11414,20:13882,20:15169"
random_top33_seed240526_k10_198,198,240526,10,prompt_delta_top33,33,"20:4339,20:6169,20:8775,20:9024,20:9149,20:12313,20:12704,20:13060,20:13622,20:14991"
random_top33_seed240526_k10_199,199,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:6169,20:6289,20:7531,20:8754,20:9407,20:12704,20:13622,20:15169"
random_top33_seed240526_k10_200,200,240526,10,prompt_delta_top33,33,"20:1338,20:8754,20:9024,20:9149,20:11414,20:11545,20:12963,20:13060,20:13622,20:13854"
