label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240525_k11_154,154,240525,11,prompt_delta_top33,33,"20:1813,20:5355,20:6169,20:6289,20:7531,20:8775,20:9135,20:9149,20:11545,20:13882,20:15169"
random_top33_seed240525_k11_155,155,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4339,20:5355,20:5990,20:9407,20:12313,20:13060,20:13622,20:14991,20:15169"
random_top33_seed240525_k11_156,156,240525,11,prompt_delta_top33,33,"20:1100,20:5990,20:6169,20:8775,20:9001,20:9135,20:9149,20:11414,20:12652,20:13882,20:14991"
random_top33_seed240525_k11_157,157,240525,11,prompt_delta_top33,33,"20:1813,20:4339,20:5355,20:7965,20:8775,20:9407,20:11545,20:12002,20:12704,20:13622,20:13854"
random_top33_seed240525_k11_158,158,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:4326,20:5990,20:6289,20:7531,20:8754,20:9024,20:9407,20:13622,20:13882"
random_top33_seed240525_k11_159,159,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:7531,20:7965,20:8754,20:9135,20:11414,20:12002,20:12652,20:12704"
random_top33_seed240525_k11_160,160,240525,11,prompt_delta_top33,33,"20:3850,20:4339,20:7531,20:8754,20:8775,20:9135,20:11414,20:13060,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_161,161,240525,11,prompt_delta_top33,33,"20:4339,20:5355,20:6289,20:7965,20:8775,20:9001,20:11545,20:12002,20:13060,20:13622,20:14991"
random_top33_seed240525_k11_162,162,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:5990,20:6289,20:11545,20:12313,20:12652,20:12963,20:13622,20:13854,20:15169"
random_top33_seed240525_k11_163,163,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:6289,20:8775,20:9149,20:12002,20:12652,20:12704,20:13622"
random_top33_seed240525_k11_164,164,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4326,20:5355,20:6289,20:8775,20:11545,20:12002,20:12313,20:13622"
random_top33_seed240525_k11_165,165,240525,11,prompt_delta_top33,33,"20:1100,20:6289,20:8775,20:9135,20:11414,20:11545,20:12002,20:12652,20:12704,20:13882,20:15169"
random_top33_seed240525_k11_166,166,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:4326,20:4339,20:9001,20:9407,20:11545,20:12002,20:12313,20:13882,20:14991"
random_top33_seed240525_k11_167,167,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:6169,20:7531,20:8754,20:9001,20:9024,20:9135,20:12313,20:13854"
random_top33_seed240525_k11_168,168,240525,11,prompt_delta_top33,33,"20:4326,20:6169,20:7531,20:7965,20:8754,20:8775,20:9001,20:11545,20:12704,20:14991,20:15169"
random_top33_seed240525_k11_169,169,240525,11,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:5990,20:7965,20:8775,20:9024,20:11545,20:12652,20:12704,20:13882"
random_top33_seed240525_k11_170,170,240525,11,prompt_delta_top33,33,"20:1100,20:4339,20:5990,20:6169,20:9024,20:9149,20:11414,20:12963,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_171,171,240525,11,prompt_delta_top33,33,"20:3850,20:6169,20:6289,20:8754,20:8775,20:9001,20:9149,20:11414,20:12313,20:12652,20:13854"
random_top33_seed240525_k11_172,172,240525,11,prompt_delta_top33,33,"20:1813,20:4339,20:5990,20:8775,20:9135,20:11545,20:12002,20:12652,20:13060,20:13882,20:15169"
random_top33_seed240525_k11_173,173,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:5990,20:6169,20:7531,20:8775,20:9001,20:9024,20:9135,20:9407,20:13854"
random_top33_seed240525_k11_174,174,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:5990,20:7965,20:9001,20:9135,20:9407,20:11545,20:12652,20:12963"
random_top33_seed240525_k11_175,175,240525,11,prompt_delta_top33,33,"20:1100,20:4339,20:5355,20:5990,20:7531,20:7965,20:11545,20:12002,20:13622,20:14991,20:15169"
random_top33_seed240525_k11_176,176,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:5355,20:6289,20:7531,20:9024,20:9149,20:9407,20:12652,20:12704,20:15169"
random_top33_seed240525_k11_177,177,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:6169,20:7531,20:8775,20:9149,20:12704,20:12963,20:13060,20:13622"
random_top33_seed240525_k11_178,178,240525,11,prompt_delta_top33,33,"20:4326,20:4339,20:8754,20:9001,20:9135,20:9149,20:9407,20:12313,20:12652,20:13060,20:13622"
random_top33_seed240525_k11_179,179,240525,11,prompt_delta_top33,33,"20:4326,20:6169,20:6289,20:7531,20:8775,20:9135,20:9407,20:12313,20:12704,20:13060,20:13854"
random_top33_seed240525_k11_180,180,240525,11,prompt_delta_top33,33,"20:4339,20:7531,20:8775,20:9001,20:9135,20:9149,20:11414,20:12002,20:12652,20:12704,20:13060"
random_top33_seed240525_k11_181,181,240525,11,prompt_delta_top33,33,"20:3850,20:4326,20:5990,20:6169,20:9001,20:9149,20:12963,20:13622,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_182,182,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:3850,20:6289,20:8754,20:8775,20:9001,20:11414,20:12002,20:13882"
random_top33_seed240525_k11_183,183,240525,11,prompt_delta_top33,33,"20:1100,20:5355,20:6169,20:6289,20:8754,20:8775,20:9001,20:12704,20:13854,20:14991,20:15169"
random_top33_seed240525_k11_184,184,240525,11,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:6169,20:9024,20:11545,20:12002,20:12652,20:12704,20:13622,20:15169"
random_top33_seed240525_k11_185,185,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:4339,20:8775,20:9001,20:9149,20:11414,20:12704,20:12963,20:13060,20:13854"
random_top33_seed240525_k11_186,186,240525,11,prompt_delta_top33,33,"20:1100,20:4339,20:5355,20:7965,20:8754,20:9149,20:9407,20:11414,20:12704,20:13882,20:14991"
random_top33_seed240525_k11_187,187,240525,11,prompt_delta_top33,33,"20:5990,20:7531,20:7965,20:8754,20:8775,20:9135,20:9149,20:9407,20:11414,20:12313,20:13854"
random_top33_seed240525_k11_188,188,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:5990,20:8775,20:9135,20:9149,20:9407,20:11414,20:12963,20:14991"
random_top33_seed240525_k11_189,189,240525,11,prompt_delta_top33,33,"20:321,20:5990,20:7531,20:7965,20:8754,20:8775,20:9135,20:12002,20:12963,20:13060,20:15169"
random_top33_seed240525_k11_190,190,240525,11,prompt_delta_top33,33,"20:1813,20:3850,20:4339,20:5990,20:6169,20:9024,20:9135,20:12313,20:12963,20:13854,20:14991"
random_top33_seed240525_k11_191,191,240525,11,prompt_delta_top33,33,"20:4339,20:5355,20:7531,20:8754,20:8775,20:9149,20:11414,20:12704,20:12963,20:13882,20:15169"
random_top33_seed240525_k11_192,192,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:7965,20:9001,20:9024,20:9149,20:11545,20:12704,20:13622,20:14991"
random_top33_seed240525_k11_193,193,240525,11,prompt_delta_top33,33,"20:321,20:1813,20:6289,20:7531,20:8775,20:9407,20:11545,20:12002,20:12652,20:13854,20:13882"
random_top33_seed240525_k11_194,194,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:6289,20:8775,20:11414,20:12002,20:13622,20:13854,20:13882,20:14991,20:15169"
random_top33_seed240525_k11_195,195,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:4339,20:7531,20:9135,20:9149,20:12652,20:13060,20:13854,20:13882,20:14991"
random_top33_seed240525_k11_196,196,240525,11,prompt_delta_top33,33,"20:1338,20:4339,20:7965,20:8754,20:9024,20:9135,20:11414,20:12963,20:13060,20:13622,20:15169"
random_top33_seed240525_k11_197,197,240525,11,prompt_delta_top33,33,"20:1100,20:5990,20:6169,20:7531,20:8775,20:9149,20:9407,20:11414,20:12652,20:13622,20:13854"
random_top33_seed240525_k11_198,198,240525,11,prompt_delta_top33,33,"20:1100,20:6169,20:7965,20:9001,20:9024,20:9135,20:9149,20:11545,20:13622,20:13854,20:14991"
random_top33_seed240525_k11_199,199,240525,11,prompt_delta_top33,33,"20:4326,20:6169,20:6289,20:7531,20:8754,20:9024,20:9135,20:9149,20:11414,20:12963,20:15169"
random_top33_seed240525_k11_200,200,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:5355,20:6169,20:7965,20:9024,20:12704,20:12963,20:13854,20:14991"
